Ref,Val,Package,PosX,PosY,Rot,Side
"J1","1Mbit_JEDEC","DIP-32_W15.24mm_Socket",3.974500,-3.340000,0.000000,top
"J2","1Mbit_MASK","DIP_Socket-32_W11.9mm_W12.7mm_W15.24mm_W17.78mm_W18.5mm_3M_232-1285-00-0602J",26.840000,-3.340000,0.000000,top
